user_id,precision_at_k,recall_at_k,f1_at_k,ndcg_at_k,hit_rate_at_k,average_precision,intra_list_similarity,gini_index,num_recommendations,num_relevant
21,0.0,0.0,0.0,0.0,0.0,0.0,0.48625022,0.3236874436147419,10,0
22,0.0,0.0,0.0,0.0,0.0,0.0,0.37141186,0.19488012423722925,10,0
23,0.0,0.0,0.0,0.0,0.0,0.0,0.3760592,0.2840869419143509,10,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.38355333,0.11077307886415592,10,0
25,0.0,0.0,0.0,0.0,0.0,0.0,0.35954314,0.2895208328053364,10,0
26,0.0,0.0,0.0,0.0,0.0,0.0,0.40880427,0.07690177858041043,10,0
27,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.3901389,0.12359370689291271,10,1
28,0.0,0.0,0.0,0.0,0.0,0.0,0.36535847,0.34859091976498524,10,0
29,0.0,0.0,0.0,0.0,0.0,0.0,0.4630925,0.23927976804288226,10,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0.35037237,0.13411206045482854,10,0
31,0.0,0.0,0.0,0.0,0.0,0.0,0.44264385,0.24179897810357592,10,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.43989235,0.2722064884549541,10,0
33,0.0,0.0,0.0,0.0,0.0,0.0,0.38707945,0.20552842396383292,10,0
34,0.0,0.0,0.0,0.0,0.0,0.0,0.42555788,0.21279378669603588,10,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.4148362,0.3376886910657402,10,0
36,0.0,0.0,0.0,0.0,0.0,0.0,0.34962597,0.23271421821763472,10,0
37,0.0,0.0,0.0,0.0,0.0,0.0,0.43078253,0.2458221493500483,10,0
38,0.0,0.0,0.0,0.0,0.0,0.0,0.39203808,0.20359159835519486,10,0
39,0.0,0.0,0.0,0.0,0.0,0.0,0.3861659,0.38823382243654503,10,0
40,0.0,0.0,0.0,0.0,0.0,0.0,0.45357975,0.13967755162718962,10,0
41,0.0,0.0,0.0,0.0,0.0,0.0,0.38780192,0.19894997997944017,10,0
42,0.0,0.0,0.0,0.0,0.0,0.0,0.42979705,0.2303348613261896,10,0
43,0.0,0.0,0.0,0.0,0.0,0.0,0.38074815,0.2902171954949175,10,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0.38810813,0.24612368728309023,10,0
45,0.0,0.0,0.0,0.0,0.0,0.0,0.43768042,0.42858217165102663,10,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0.35151976,0.1857814864620016,10,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.40059805,0.13613694264863857,10,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0.396803,0.2563188611608133,10,0
49,0.0,0.0,0.0,0.0,0.0,0.0,0.4141458,0.5271850561068556,10,0
50,0.0,0.0,0.0,0.0,0.0,0.0,0.3774128,0.32144296698484026,10,0
51,0.0,0.0,0.0,0.0,0.0,0.0,0.41206884,0.20789967302501006,10,0
52,0.0,0.0,0.0,0.0,0.0,0.0,0.41859695,0.2826669656710898,10,0
53,0.0,0.0,0.0,0.0,0.0,0.0,0.39026693,0.1587992401734331,10,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.40824848,0.16925738122282877,10,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0.39862743,0.13338579805749493,10,0
56,0.0,0.0,0.0,0.0,0.0,0.0,0.42221582,0.16862214166285944,10,0
57,0.0,0.0,0.0,0.0,0.0,0.0,0.372927,0.1287275781955115,10,0
58,0.0,0.0,0.0,0.0,0.0,0.0,0.4184254,0.33045405081966717,10,0
59,0.0,0.0,0.0,0.0,0.0,0.0,0.43261892,0.09339111728242137,10,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.42137855,0.17124255112936773,10,0
61,0.0,0.0,0.0,0.0,0.0,0.0,0.3994048,0.2672140889197475,10,0
62,0.0,0.0,0.0,0.0,0.0,0.0,0.38237274,0.1624326340113969,10,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.40506923,0.1123172209926551,10,0
64,0.0,0.0,0.0,0.0,0.0,0.0,0.40605748,0.2780571727372518,10,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0.38352665,0.1258995821999882,10,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.4270758,0.24048912980311296,10,0
67,0.0,0.0,0.0,0.0,0.0,0.0,0.4074263,0.11431911894338107,10,0
68,0.0,0.0,0.0,0.0,0.0,0.0,0.425155,0.17188909451203233,10,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.39000964,0.22016104109300247,10,0
70,0.1,1.0,0.18181818181818182,0.3562071871080222,1.0,0.16666666666666666,0.3762753,0.3560801269227962,10,1
71,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.37679595,0.14749249869337025,10,1
72,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.1,0.38483784,0.21409960176928725,10,1
73,0.0,0.0,0.0,0.0,0.0,0.0,0.42937988,0.16542214147161208,10,0
74,0.0,0.0,0.0,0.0,0.0,0.0,0.4241084,0.35919776352847455,10,0
75,0.0,0.0,0.0,0.0,0.0,0.0,0.39648065,0.408652563870313,10,0
76,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.39637926,0.2467270246500016,10,1
77,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.1,0.40317306,0.40939467481037684,10,1
78,0.0,0.0,0.0,0.0,0.0,0.0,0.45202103,0.24108898504310083,10,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.409256,0.15084057885114088,10,0
80,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.38387924,0.3826264742503036,10,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0.38747114,0.19201950347280744,10,0
82,0.1,1.0,0.18181818181818182,0.3562071871080222,1.0,0.16666666666666666,0.450774,0.3128039720340924,10,1
83,0.1,1.0,0.18181818181818182,0.6309297535714575,1.0,0.5,0.39163917,0.25136251904553575,10,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0.43015146,0.2733438078368037,10,0
85,0.0,0.0,0.0,0.0,0.0,0.0,0.35203356,0.2621042937758428,10,0
86,0.0,0.0,0.0,0.0,0.0,0.0,0.37494853,0.2355805293669512,10,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.49251327,0.369203881850434,10,0
88,0.0,0.0,0.0,0.0,0.0,0.0,0.38945198,0.2744233540594184,10,0
89,0.0,0.0,0.0,0.0,0.0,0.0,0.40361893,0.14853636907748272,10,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.39006674,0.2036774096550605,10,0
91,0.0,0.0,0.0,0.0,0.0,0.0,0.39583948,0.29364757936805275,10,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.42177442,0.27594585261648896,10,0
93,0.0,0.0,0.0,0.0,0.0,0.0,0.40693203,0.1655307147711076,10,0
94,0.0,0.0,0.0,0.0,0.0,0.0,0.4727314,0.40076289613648236,10,0
95,0.0,0.0,0.0,0.0,0.0,0.0,0.3821036,0.16771054951895933,10,0
96,0.0,0.0,0.0,0.0,0.0,0.0,0.41290364,0.4824125671863825,10,0
97,0.1,1.0,0.18181818181818182,0.38685280723454163,1.0,0.2,0.41475448,0.20408067234897534,10,1
98,0.0,0.0,0.0,0.0,0.0,0.0,0.38869777,0.27962475793910785,10,0
99,0.0,0.0,0.0,0.0,0.0,0.0,0.4053661,0.25012032665457246,10,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.39261967,0.18126794417970765,10,0
101,0.0,0.0,0.0,0.0,0.0,0.0,0.42447644,0.1884229895852787,10,0
102,0.0,0.0,0.0,0.0,0.0,0.0,0.3360456,0.1298678892513422,10,0
103,0.0,0.0,0.0,0.0,0.0,0.0,0.4027447,0.28951154887061215,10,0
104,0.0,0.0,0.0,0.0,0.0,0.0,0.3703599,0.204077239988054,10,0
105,0.0,0.0,0.0,0.0,0.0,0.0,0.4708165,0.2536172058743576,10,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.4308527,0.2636231385814279,10,0
107,0.0,0.0,0.0,0.0,0.0,0.0,0.37112275,0.2924416279028897,10,0
108,0.0,0.0,0.0,0.0,0.0,0.0,0.38382432,0.3784447379800313,10,0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.46747035,0.40538215956122087,10,0
110,0.0,0.0,0.0,0.0,0.0,0.0,0.3941031,0.4927146658884326,10,0
111,0.0,0.0,0.0,0.0,0.0,0.0,0.46198964,0.17766873815756412,10,0
112,0.0,0.0,0.0,0.0,0.0,0.0,0.42936596,0.2815400803865499,10,0
113,0.0,0.0,0.0,0.0,0.0,0.0,0.37576854,0.298046172197024,10,0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.44370896,0.3070596901167029,10,0
115,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.1,0.5092869,0.39429425985689387,10,1
116,0.0,0.0,0.0,0.0,0.0,0.0,0.38899213,0.10043430814889813,10,0
117,0.0,0.0,0.0,0.0,0.0,0.0,0.41588393,0.17831899094202389,10,0
118,0.0,0.0,0.0,0.0,0.0,0.0,0.38609987,0.1357568552662201,10,0
119,0.0,0.0,0.0,0.0,0.0,0.0,0.3969512,0.21838392984227148,10,0
120,0.0,0.0,0.0,0.0,0.0,0.0,0.40132278,0.15170705135051002,10,0
121,0.0,0.0,0.0,0.0,0.0,0.0,0.40284988,0.20470880136940312,10,0
122,0.0,0.0,0.0,0.0,0.0,0.0,0.43258587,0.08659075580013002,10,0
123,0.0,0.0,0.0,0.0,0.0,0.0,0.38573146,0.2590132829561947,10,0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.3794716,0.21302852292284252,10,0
125,0.0,0.0,0.0,0.0,0.0,0.0,0.48187056,0.3378075835972682,10,0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.39499414,0.1672339460903384,10,0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.40431374,0.1474305656701219,10,0
128,0.1,1.0,0.18181818181818182,0.3333333333333333,1.0,0.14285714285714285,0.37512943,0.2539049611965142,10,1
129,0.0,0.0,0.0,0.0,0.0,0.0,0.39266217,0.2798613927863943,10,0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.40939695,0.24422992356676243,10,0
131,0.0,0.0,0.0,0.0,0.0,0.0,0.36542112,0.38965929932732746,10,0
132,0.0,0.0,0.0,0.0,0.0,0.0,0.4323532,0.3033032887516892,10,0
133,0.0,0.0,0.0,0.0,0.0,0.0,0.39612007,0.2369957475255969,10,0
134,0.0,0.0,0.0,0.0,0.0,0.0,0.39818183,0.2860104801742951,10,0
135,0.0,0.0,0.0,0.0,0.0,0.0,0.38054457,0.14496603115839496,10,0
136,0.0,0.0,0.0,0.0,0.0,0.0,0.41091165,0.09696898094218867,10,0
137,0.0,0.0,0.0,0.0,0.0,0.0,0.42609996,0.29033451806843774,10,0
138,0.0,0.0,0.0,0.0,0.0,0.0,0.4795531,0.31056875390641087,10,0
139,0.0,0.0,0.0,0.0,0.0,0.0,0.44201952,0.3558555669050222,10,0
140,0.0,0.0,0.0,0.0,0.0,0.0,0.3614332,0.3286644978002765,10,0
141,0.0,0.0,0.0,0.0,0.0,0.0,0.45209855,0.35039587100103275,10,0
142,0.0,0.0,0.0,0.0,0.0,0.0,0.38118994,0.19102651568245524,10,0
143,0.0,0.0,0.0,0.0,0.0,0.0,0.45062664,0.3146019350130028,10,0
144,0.0,0.0,0.0,0.0,0.0,0.0,0.43267077,0.22287011345473218,10,0
145,0.0,0.0,0.0,0.0,0.0,0.0,0.36943066,0.3920102112408981,10,0
146,0.0,0.0,0.0,0.0,0.0,0.0,0.46446598,0.22097798707492214,10,0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.4014408,0.510124115936939,10,0
148,0.0,0.0,0.0,0.0,0.0,0.0,0.36816534,0.22985876433316008,10,0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.3620401,0.08367941256010791,10,0
150,0.0,0.0,0.0,0.0,0.0,0.0,0.3788428,0.22344856921114536,10,0
151,0.0,0.0,0.0,0.0,0.0,0.0,0.39651728,0.21048500600929324,10,0
152,0.0,0.0,0.0,0.0,0.0,0.0,0.3880578,0.3503000200446791,10,0
153,0.0,0.0,0.0,0.0,0.0,0.0,0.3754096,0.4536494462265129,10,0
154,0.0,0.0,0.0,0.0,0.0,0.0,0.35401693,0.3028927265741285,10,0
155,0.0,0.0,0.0,0.0,0.0,0.0,0.36585605,0.208679795857533,10,0
156,0.0,0.0,0.0,0.0,0.0,0.0,0.39697167,0.30190300465007286,10,0
157,0.0,0.0,0.0,0.0,0.0,0.0,0.44085583,0.3348499888895019,10,0
158,0.0,0.0,0.0,0.0,0.0,0.0,0.42758772,0.24857896737400953,10,0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.38554806,0.16994254353410057,10,0
160,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.37807843,0.2675389091717749,10,1
161,0.0,0.0,0.0,0.0,0.0,0.0,0.43493742,0.142847672553785,10,0
162,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.3796458,0.2105285602610465,10,1
163,0.0,0.0,0.0,0.0,0.0,0.0,0.3836506,0.2051542654518146,10,0
164,0.0,0.0,0.0,0.0,0.0,0.0,0.3661564,0.267379769632918,10,0
165,0.0,0.0,0.0,0.0,0.0,0.0,0.42643726,0.3535330022965642,10,0
166,0.0,0.0,0.0,0.0,0.0,0.0,0.3532398,0.20062619428489886,10,0
167,0.0,0.0,0.0,0.0,0.0,0.0,0.43879235,0.18361324662892214,10,0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.4634752,0.3037876601370935,10,0
169,0.0,0.0,0.0,0.0,0.0,0.0,0.37057924,0.22022593978672536,10,0
170,0.0,0.0,0.0,0.0,0.0,0.0,0.3620736,0.14420637499762687,10,0
171,0.0,0.0,0.0,0.0,0.0,0.0,0.4773935,0.5820509910237859,10,0
172,0.0,0.0,0.0,0.0,0.0,0.0,0.4766393,0.49361148530159527,10,0
173,0.0,0.0,0.0,0.0,0.0,0.0,0.36227626,0.13720504038085862,10,0
174,0.0,0.0,0.0,0.0,0.0,0.0,0.40968013,0.39416921356170437,10,0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.37748417,0.166535050214617,10,0
176,0.0,0.0,0.0,0.0,0.0,0.0,0.4261502,0.3456328421987256,10,0
177,0.0,0.0,0.0,0.0,0.0,0.0,0.39908633,0.3452666836798476,10,0
178,0.0,0.0,0.0,0.0,0.0,0.0,0.39819646,0.22285295031582705,10,0
179,0.0,0.0,0.0,0.0,0.0,0.0,0.4492975,0.2294810403585723,10,0
180,0.0,0.0,0.0,0.0,0.0,0.0,0.3828405,0.45756686634528354,10,0
181,0.0,0.0,0.0,0.0,0.0,0.0,0.42707443,0.3562732088812265,10,0
182,0.0,0.0,0.0,0.0,0.0,0.0,0.4428115,0.28579769675742706,10,0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.37248012,0.21327904767009329,10,0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.43400684,0.3548164489762978,10,0
185,0.0,0.0,0.0,0.0,0.0,0.0,0.4250457,0.20281225452078608,10,0
186,0.0,0.0,0.0,0.0,0.0,0.0,0.3757255,0.444777608675631,10,0
187,0.0,0.0,0.0,0.0,0.0,0.0,0.4278193,0.18894930090488166,10,0
188,0.0,0.0,0.0,0.0,0.0,0.0,0.39723295,0.2861195402139412,10,0
189,0.0,0.0,0.0,0.0,0.0,0.0,0.45259196,0.26396306732905844,10,0
190,0.0,0.0,0.0,0.0,0.0,0.0,0.41001824,0.28673830643074555,10,0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.4114343,0.09340256957764233,10,0
192,0.1,1.0,0.18181818181818182,0.3562071871080222,1.0,0.16666666666666666,0.3639394,0.2401958728100441,10,1
193,0.0,0.0,0.0,0.0,0.0,0.0,0.36666998,0.2073292367926843,10,0
194,0.0,0.0,0.0,0.0,0.0,0.0,0.42920685,0.4009009269439584,10,0
195,0.0,0.0,0.0,0.0,0.0,0.0,0.41898423,0.22677928735277283,10,0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.4387933,0.2615079983527936,10,0
197,0.1,1.0,0.18181818181818182,0.2890648263178879,1.0,0.1,0.37685898,0.4194184422634759,10,1
198,0.0,0.0,0.0,0.0,0.0,0.0,0.3786276,0.15718914870671163,10,0
199,0.0,0.0,0.0,0.0,0.0,0.0,0.441161,0.3007210444665236,10,0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.39175153,0.2302000035106385,10,0
201,0.0,0.0,0.0,0.0,0.0,0.0,0.3629382,0.2083581736867167,10,0
202,0.0,0.0,0.0,0.0,0.0,0.0,0.4479689,0.23201123525791162,10,0
203,0.0,0.0,0.0,0.0,0.0,0.0,0.41266742,0.2658251119669773,10,0
204,0.0,0.0,0.0,0.0,0.0,0.0,0.41777954,0.3658903019829414,10,0
205,0.0,0.0,0.0,0.0,0.0,0.0,0.3607804,0.2007739843783165,10,0
206,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.46941513,0.35260251634744977,10,1
207,0.0,0.0,0.0,0.0,0.0,0.0,0.38143185,0.20318317604774555,10,0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.35642946,0.09148008705833703,10,0
209,0.0,0.0,0.0,0.0,0.0,0.0,0.4150463,0.18281465888122667,10,0
210,0.0,0.0,0.0,0.0,0.0,0.0,0.39127213,0.34923539205490295,10,0
211,0.0,0.0,0.0,0.0,0.0,0.0,0.46589342,0.5464360916771938,10,0
212,0.0,0.0,0.0,0.0,0.0,0.0,0.3974604,0.29914569236336347,10,0
213,0.0,0.0,0.0,0.0,0.0,0.0,0.45987168,0.21427195356073286,10,0
214,0.0,0.0,0.0,0.0,0.0,0.0,0.45422825,0.4203122527188755,10,0
215,0.0,0.0,0.0,0.0,0.0,0.0,0.39086068,0.33400763600874794,10,0
216,0.0,0.0,0.0,0.0,0.0,0.0,0.45871434,0.16848065186686084,10,0
217,0.0,0.0,0.0,0.0,0.0,0.0,0.41710418,0.4544624814019348,10,0
218,0.0,0.0,0.0,0.0,0.0,0.0,0.3915771,0.1677111372055972,10,0
219,0.0,0.0,0.0,0.0,0.0,0.0,0.37877747,0.2683684188855482,10,0
220,0.0,0.0,0.0,0.0,0.0,0.0,0.43172827,0.48054585862133764,10,0
221,0.0,0.0,0.0,0.0,0.0,0.0,0.46110082,0.37616905029603503,10,0
222,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.3719125,0.2866501108791525,10,1
223,0.0,0.0,0.0,0.0,0.0,0.0,0.42549223,0.2398871356975313,10,0
224,0.0,0.0,0.0,0.0,0.0,0.0,0.38729227,0.19588184589295263,10,0
225,0.0,0.0,0.0,0.0,0.0,0.0,0.39530215,0.18206175067750613,10,0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.39334306,0.15410133401169332,10,0
227,0.0,0.0,0.0,0.0,0.0,0.0,0.3949321,0.3479641466477622,10,0
228,0.0,0.0,0.0,0.0,0.0,0.0,0.41059843,0.17609057822308874,10,0
229,0.0,0.0,0.0,0.0,0.0,0.0,0.39170498,0.14868025396689663,10,0
230,0.0,0.0,0.0,0.0,0.0,0.0,0.38602537,0.18148406686249566,10,0
231,0.0,0.0,0.0,0.0,0.0,0.0,0.3675257,0.180131624975251,10,0
232,0.0,0.0,0.0,0.0,0.0,0.0,0.4352889,0.22527026115018406,10,0
233,0.0,0.0,0.0,0.0,0.0,0.0,0.35452273,0.3192060699124556,10,0
234,0.0,0.0,0.0,0.0,0.0,0.0,0.37707,0.3658593646968676,10,0
235,0.0,0.0,0.0,0.0,0.0,0.0,0.37582043,0.18977467734093167,10,0
236,0.1,1.0,0.18181818181818182,0.6309297535714575,1.0,0.5,0.47500864,0.1825457993502381,10,1
237,0.1,1.0,0.18181818181818182,0.3562071871080222,1.0,0.16666666666666666,0.42033234,0.21997600800659428,10,1
238,0.0,0.0,0.0,0.0,0.0,0.0,0.3475006,0.12025009366235846,10,0
239,0.0,0.0,0.0,0.0,0.0,0.0,0.3829206,0.2062225724206062,10,0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.387075,0.32470764849458644,10,0
241,0.0,0.0,0.0,0.0,0.0,0.0,0.5019158,0.23578461600846837,10,0
242,0.0,0.0,0.0,0.0,0.0,0.0,0.3713906,0.33406747438995765,10,0
243,0.1,1.0,0.18181818181818182,0.3010299956639812,1.0,0.1111111111111111,0.4013471,0.19115360487528915,10,1
244,0.0,0.0,0.0,0.0,0.0,0.0,0.42739257,0.320357325788981,10,0
245,0.0,0.0,0.0,0.0,0.0,0.0,0.4869396,0.36161869845098693,10,0
246,0.0,0.0,0.0,0.0,0.0,0.0,0.41813138,0.3132980787740207,10,0
247,0.0,0.0,0.0,0.0,0.0,0.0,0.34829518,0.18055364043027033,10,0
248,0.0,0.0,0.0,0.0,0.0,0.0,0.4012365,0.33816989844527556,10,0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.39936078,0.15895577026962257,10,0
250,0.1,1.0,0.18181818181818182,0.3333333333333333,1.0,0.14285714285714285,0.39682087,0.31942898075499954,10,1
251,0.0,0.0,0.0,0.0,0.0,0.0,0.46048424,0.252346517574607,10,0
252,0.0,0.0,0.0,0.0,0.0,0.0,0.40771887,0.2521635607931758,10,0
253,0.0,0.0,0.0,0.0,0.0,0.0,0.4291782,0.2348877192216065,10,0
254,0.0,0.0,0.0,0.0,0.0,0.0,0.445821,0.30004027358449836,10,0
255,0.0,0.0,0.0,0.0,0.0,0.0,0.5021427,0.18064783648054447,10,0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.42086157,0.13257594889505347,10,0
257,0.0,0.0,0.0,0.0,0.0,0.0,0.462415,0.2513288559178738,10,0
258,0.0,0.0,0.0,0.0,0.0,0.0,0.4711032,0.2527919129327044,10,0
259,0.0,0.0,0.0,0.0,0.0,0.0,0.35103044,0.3100259567132916,10,0
260,0.0,0.0,0.0,0.0,0.0,0.0,0.39293036,0.25863347021390337,10,0
261,0.0,0.0,0.0,0.0,0.0,0.0,0.4138883,0.28511146496491924,10,0
262,0.0,0.0,0.0,0.0,0.0,0.0,0.39064077,0.2868472541821186,10,0
263,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.44556338,0.33345190364157407,10,1
264,0.0,0.0,0.0,0.0,0.0,0.0,0.4144181,0.3503756661910444,10,0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.38870087,0.25896197698609386,10,0
266,0.0,0.0,0.0,0.0,0.0,0.0,0.3937123,0.22511842166631713,10,0
267,0.0,0.0,0.0,0.0,0.0,0.0,0.40259892,0.3679964730888289,10,0
268,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.4242788,0.30314883733609754,10,1
269,0.0,0.0,0.0,0.0,0.0,0.0,0.33776766,0.16963236493929107,10,0
270,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.39133954,0.20836674969767036,10,1
271,0.0,0.0,0.0,0.0,0.0,0.0,0.44672915,0.28243429204113946,10,0
272,0.0,0.0,0.0,0.0,0.0,0.0,0.41007662,0.22109881732888875,10,0
273,0.0,0.0,0.0,0.0,0.0,0.0,0.4582416,0.23677847008019465,10,0
274,0.0,0.0,0.0,0.0,0.0,0.0,0.45278713,0.3435408203011561,10,0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.38081458,0.23612583944417373,10,0
276,0.0,0.0,0.0,0.0,0.0,0.0,0.37250268,0.18637957381283865,10,0
277,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.43769515,0.42600033640323,10,1
278,0.0,0.0,0.0,0.0,0.0,0.0,0.45842674,0.15106404218466823,10,0
279,0.0,0.0,0.0,0.0,0.0,0.0,0.44007063,0.23535226679652546,10,0
280,0.0,0.0,0.0,0.0,0.0,0.0,0.42180312,0.5039302992404207,10,0
281,0.0,0.0,0.0,0.0,0.0,0.0,0.352253,0.36009373232892933,10,0
282,0.0,0.0,0.0,0.0,0.0,0.0,0.46547124,0.32399655379486997,10,0
283,0.0,0.0,0.0,0.0,0.0,0.0,0.43622056,0.38868795560497515,10,0
284,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.37555858,0.2674030703110102,10,1
285,0.0,0.0,0.0,0.0,0.0,0.0,0.38221538,0.1695949062156771,10,0
286,0.0,0.0,0.0,0.0,0.0,0.0,0.4599958,0.26813202806654035,10,0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.41401726,0.18893637320389428,10,0
288,0.0,0.0,0.0,0.0,0.0,0.0,0.48356327,0.48163222566330266,10,0
289,0.0,0.0,0.0,0.0,0.0,0.0,0.49559924,0.33701975661318323,10,0
290,0.1,1.0,0.18181818181818182,0.3010299956639812,1.0,0.1111111111111111,0.4254054,0.4169833514691474,10,1
291,0.0,0.0,0.0,0.0,0.0,0.0,0.399081,0.33054542535468173,10,0
292,0.0,0.0,0.0,0.0,0.0,0.0,0.47158575,0.4062602980431554,10,0
293,0.0,0.0,0.0,0.0,0.0,0.0,0.3840749,0.23261207194405192,10,0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.46381786,0.13780511643914117,10,0
295,0.1,1.0,0.18181818181818182,1.0,1.0,1.0,0.46535644,0.22973862717720533,10,1
296,0.0,0.0,0.0,0.0,0.0,0.0,0.45100254,0.30255540189105473,10,0
297,0.1,1.0,0.18181818181818182,0.43067655807339306,1.0,0.25,0.38639522,0.2958994971643193,10,1
298,0.1,1.0,0.18181818181818182,0.5,1.0,0.3333333333333333,0.37635192,0.21290691034408873,10,1
299,0.0,0.0,0.0,0.0,0.0,0.0,0.37929085,0.39804058037091145,10,0
300,0.1,1.0,0.18181818181818182,0.3010299956639812,1.0,0.1111111111111111,0.4666406,0.3602345436379936,10,1
