user_id,item_id,relevance,predicted_score
8,1148,0,0.00666876882314682
8,3081,0,0.005502487067133188
8,2687,0,0.005417605396360159
8,69,0,0.005276449024677277
8,1393,0,0.005253234878182411
9,1580,0,0.015334120951592922
9,1370,0,0.014832244254648685
9,1645,0,0.013578509911894798
9,2353,0,0.012064613401889801
9,1732,0,0.010298696346580982
9,587,0,0.009188078343868256
9,2916,0,0.008155222050845623
9,1805,0,0.008041556924581528
9,1729,0,0.007130141369998455
9,1573,0,0.007023392245173454
10,3629,0,0.004900040570646524
10,3435,0,0.0031669700983911753
10,2940,0,0.0030565382912755013
10,1230,0,0.0030339467339217663
10,1207,0,0.002268983982503414
10,903,0,0.0022222776897251606
10,1931,0,0.0021047506015747786
10,942,0,0.0015761215472593904
10,953,0,0.0015669979620724916
10,919,0,0.0014068129239603877
11,830,0,0.03383110836148262
11,236,0,0.02196643315255642
11,195,0,0.01741345040500164
11,1888,0,0.014210416935384274
11,3156,0,0.011808458715677261
11,344,0,0.011079334653913975
11,429,0,0.01092976052314043
11,1453,0,0.010232793167233467
11,3948,0,0.009485436603426933
11,2829,0,0.009168693795800209
12,1952,0,0.0033345434349030256
12,3435,0,0.003085585543885827
12,1213,0,0.002925166627392173
12,3095,0,0.0024997354485094547
12,318,0,0.0024692972656339407
12,1617,0,0.0024413634091615677
12,1276,0,0.0023245997726917267
12,1267,0,0.002246688585728407
12,3683,0,0.002123671118170023
12,2731,0,0.0018324805423617363
13,673,0,0.0024807993322610855
13,2193,0,0.0013037577737122774
13,653,0,0.0012938369764015079
13,3698,0,0.0011535693192854524
13,1030,0,0.0010175909847021103
13,2422,0,0.0010168444132432342
13,2143,0,0.001012094086036086
13,329,0,0.0009871458169072866
13,1371,0,0.0009462154703214765
13,2088,0,0.0009422622970305383
14,1213,0,0.08471362292766571
14,593,0,0.05788347125053406
14,50,0,0.04474854841828346
14,1089,0,0.03606212139129639
14,318,0,0.03159424662590027
14,246,0,0.027970697730779648
14,1617,0,0.025013064965605736
14,2391,0,0.023616915568709373
14,3176,0,0.013018056750297546
14,3114,0,0.010963807813823223
15,3793,0,0.007006226107478142
15,3527,0,0.0064901430159807205
15,2628,0,0.005330716725438833
15,3702,0,0.005321003030985594
15,3300,0,0.005275570787489414
15,741,0,0.004785681609064341
15,2985,0,0.004144538659602404
15,1036,0,0.0039389790035784245
15,3555,0,0.002855413593351841
15,2872,0,0.0028469939716160297
16,2961,0,0.02740565501153469
16,2701,1,0.023575367406010628
16,3384,0,0.022838853299617767
16,3273,0,0.016259612515568733
16,2396,0,0.013781428337097168
16,2491,0,0.01331181451678276
16,3081,0,0.012314457446336746
16,3176,0,0.011074522510170937
16,2840,0,0.010692519135773182
16,3157,0,0.008828191086649895
17,2628,0,0.0025464941281825304
17,3745,0,0.0021431464701890945
17,32,0,0.0020426511764526367
17,3793,0,0.0018298833165317774
17,904,0,0.0015871162759140134
17,2393,0,0.0014559185365214944
17,1343,0,0.0014437042409554124
17,1748,0,0.0014270730316638947
17,1527,0,0.0013269917108118534
17,1306,0,0.0013112503802403808
18,802,0,0.012144715525209904
18,1177,0,0.010221600532531738
18,1958,0,0.008625692687928677
18,1569,0,0.007707186043262482
18,832,0,0.007264601066708565
18,440,0,0.006449483800679445
18,538,0,0.006242615636438131
18,1711,0,0.006056042853742838
18,369,0,0.00573700899258256
18,45,0,0.005629724357277155
19,2807,0,0.019357401877641678
19,3824,0,0.01819130964577198
19,160,0,0.01414271630346775
19,3316,0,0.013286042027175426
19,3821,0,0.010708248242735863
19,3301,0,0.010576633736491203
19,181,0,0.007170427590608597
19,327,0,0.0063494364731013775
19,169,0,0.005520617123693228
19,3617,0,0.005324524827301502
20,3702,0,0.002744340570643544
20,2916,0,0.002722943900153041
20,1376,0,0.002618207596242428
20,2763,0,0.0023798709735274315
20,260,0,0.0022255536168813705
20,1200,0,0.002188736805692315
20,741,0,0.001956761348992586
20,3793,0,0.0014965077862143517
20,1580,0,0.0014741920167580247
20,1214,0,0.0013952538138255477
21,364,0,0.055395133793354034
21,2687,0,0.043334588408470154
21,783,0,0.0385923832654953
21,1907,0,0.03628590703010559
21,2085,0,0.025867654010653496
21,2139,0,0.021656977012753487
21,2096,0,0.013477202504873276
21,1029,0,0.011615277267992496
21,1032,0,0.00955171138048172
21,3034,0,0.009368500672280788
22,3911,0,0.00946186576038599
22,160,0,0.007962600328028202
22,1562,0,0.007481733337044716
22,2872,0,0.006942862179130316
22,2987,0,0.005642951466143131
22,3745,0,0.005437621381133795
22,1206,0,0.003929619677364826
22,919,0,0.003819173201918602
22,3793,0,0.003730408614501357
22,2804,0,0.0033161607570946217
23,2422,0,0.03478122502565384
23,3767,0,0.01635538786649704
23,1998,0,0.015010136179625988
23,3401,0,0.012647483497858047
23,2902,0,0.012643021531403065
23,2614,0,0.009056644514203072
23,2412,0,0.00902278907597065
23,1975,0,0.008078456856310368
23,2807,0,0.007200414780527353
23,3048,0,0.006055873353034258
24,2762,0,0.0037351420614868402
24,3623,0,0.003241023514419794
24,3513,0,0.0030780150555074215
24,3617,0,0.0027740297373384237
24,3897,0,0.0026089586317539215
24,2763,0,0.002467378042638302
24,3564,0,0.0023692972026765347
24,3793,0,0.0021783483680337667
24,3753,0,0.0021425392478704453
24,1188,0,0.0019703174475580454
25,2700,0,0.0017926329746842384
25,3624,0,0.0017186937620863318
25,3081,0,0.0008827621350064874
25,1282,0,0.0005828722496517003
25,3157,0,0.0005759261548519135
25,3793,0,0.000522797810845077
25,2858,0,0.0005225336644798517
25,3555,0,0.0005105676827952266
25,3483,0,0.00044978209189139307
25,3159,0,0.0004394680727273226
26,852,0,0.003422242822125554
26,2144,0,0.003311251290142536
26,2431,0,0.0032805847004055977
26,236,0,0.0029966644942760468
26,586,0,0.0028547425754368305
26,2770,0,0.0026560828555375338
26,2906,0,0.002599288709461689
26,2244,0,0.002490893704816699
26,195,0,0.0024678881745785475
26,440,0,0.002250713761895895
27,1204,1,0.018176330253481865
27,1252,0,0.017367759719491005
27,919,0,0.017132531851530075
27,3095,0,0.013741826638579369
27,1221,0,0.013702129013836384
27,1945,0,0.011777980253100395
27,3468,0,0.011679962277412415
27,3089,0,0.011319689452648163
27,1228,0,0.011109367944300175
27,1256,0,0.008678466081619263
28,1269,0,0.002067006193101406
28,745,0,0.0007151967729441822
28,898,0,0.0006483540637418628
28,314,0,0.0005593515816144645
28,2394,0,0.0005116818356327713
28,1256,0,0.000468444952275604
28,223,0,0.0003661971422843635
28,2396,0,0.0003044817131012678
28,2762,0,0.0002764119126368314
28,969,0,0.0002715098380576819
29,1754,0,0.021418815478682518
29,2334,0,0.01742841675877571
29,165,0,0.011024430394172668
29,292,0,0.010686696507036686
29,1645,0,0.009916109032928944
29,89,0,0.007693339604884386
29,3249,0,0.007594273891299963
29,1597,0,0.006939586717635393
29,1422,0,0.006587152369320393
29,2002,0,0.005530194379389286
30,1407,0,0.029904812574386597
30,47,0,0.01608452759683132
30,2396,0,0.016000548377633095
30,1,0,0.01523770671337843
30,1653,0,0.014683714136481285
30,1682,0,0.014296396635472775
30,25,0,0.013102738186717033
30,1923,0,0.012720785103738308
30,3476,0,0.012689705938100815
30,2336,0,0.011798515915870667
31,3614,0,0.0020166274625808
31,2134,0,0.0017961221747100353
31,3501,0,0.0014815450413152575
31,2518,0,0.0012209926499053836
31,1378,0,0.0009214383317157626
31,3688,0,0.0007458089385181665
31,2469,0,0.0006932200049050152
31,2247,0,0.0006688809371553361
31,2478,0,0.0006608446128666401
31,2792,0,0.0006342720007523894
32,1610,0,0.03147587925195694
32,2058,0,0.029041482135653496
32,16,0,0.02371043898165226
32,3176,0,0.016072887927293777
32,2353,0,0.015489852987229824
32,832,0,0.010023931972682476
32,110,0,0.00978217925876379
32,21,0,0.009354868903756142
32,1625,0,0.009108164347708225
32,1653,0,0.008494371548295021
33,1190,0,0.013709692284464836
33,492,0,0.009102612733840942
33,2312,0,0.006558610592037439
33,3252,0,0.006190032232552767
33,1810,0,0.006108859088271856
33,1643,0,0.005913113709539175
33,2333,0,0.004672983195632696
33,1840,0,0.004568609409034252
33,337,0,0.004295711871236563
33,2112,0,0.004171127453446388
34,830,0,0.010272933170199394
34,1453,0,0.008502553217113018
34,3,0,0.008067075163125992
34,1353,0,0.007646298501640558
34,2316,0,0.004935328848659992
34,802,0,0.00443966593593359
34,186,0,0.004060885403305292
34,252,0,0.004003577865660191
34,208,0,0.0036260592751204967
34,2875,0,0.0035896121989935637
35,3911,0,0.03405454754829407
35,3948,0,0.023930497467517853
35,745,0,0.018238458782434464
35,1282,0,0.01784544251859188
35,3897,0,0.011645082384347916
35,3536,0,0.009548396803438663
35,1641,0,0.006792315747588873
35,3481,0,0.006468311883509159
35,1449,0,0.0059919171035289764
35,3943,0,0.005811311770230532
36,608,0,0.037860408425331116
36,2687,0,0.026862120255827904
36,531,0,0.023856181651353836
36,2565,0,0.02206297032535076
36,1012,0,0.02202613838016987
36,364,0,0.015260087326169014
36,1179,0,0.012041603215038776
36,1393,0,0.011434118263423443
36,25,0,0.011316830292344093
36,1029,0,0.010884006507694721
37,852,0,0.01165525522083044
37,2424,0,0.009368784725666046
37,539,0,0.006609098985791206
37,2012,0,0.006583740469068289
37,1888,0,0.005258525256067514
37,500,0,0.005109171383082867
37,3,0,0.00396763626486063
37,586,0,0.0037235524505376816
37,3263,0,0.003277962561696768
37,368,0,0.0029145085718482733
38,2906,0,0.01091676764190197
38,169,0,0.007299117743968964
38,48,0,0.005281128920614719
38,616,0,0.005121607333421707
38,2092,0,0.004718362353742123
38,3225,0,0.004128603730350733
38,1474,0,0.003956856206059456
38,2384,0,0.0038737773429602385
38,2141,0,0.003472537500783801
38,783,0,0.003340787021443248
39,2702,0,0.015965083613991737
39,3384,0,0.008651463314890862
39,2841,0,0.006939133163541555
39,3273,0,0.004425826482474804
39,2840,0,0.004089248366653919
39,2987,0,0.003939257934689522
39,2961,0,0.0027744544204324484
39,3185,0,0.002265624003484845
39,3798,0,0.0019412991823628545
39,2907,0,0.0016427708324044943
40,208,0,0.02577880583703518
40,2410,0,0.025397928431630135
40,2405,0,0.023792890831828117
40,2422,0,0.020872309803962708
40,1499,0,0.01919204369187355
40,160,0,0.018526792526245117
40,996,0,0.016185659915208817
40,849,0,0.015159152448177338
40,405,0,0.012830674648284912
40,1681,0,0.012466968037188053
41,3160,0,0.003940565977245569
41,3219,0,0.002473906148225069
41,3753,0,0.0021225884556770325
41,2840,0,0.002115783514454961
41,3752,0,0.0018684202805161476
41,3176,0,0.0016433162381872535
41,2333,0,0.0014609171776100993
41,2734,0,0.001304376870393753
41,3113,0,0.0012919810833409429
41,3081,0,0.001252736896276474
42,3039,0,0.03610267862677574
42,2518,0,0.023782940581440926
42,1958,0,0.01852201297879219
42,2245,0,0.01638663001358509
42,2795,0,0.01541385892778635
42,3308,0,0.013190126046538353
42,2407,0,0.012154280208051205
42,2247,0,0.011906886473298073
42,2470,0,0.009805473499000072
42,2463,0,0.009601308032870293
43,2700,0,0.04317084699869156
43,3176,0,0.032504066824913025
43,2987,0,0.027673987671732903
43,2841,0,0.01924201473593712
43,3157,0,0.01785152219235897
43,3384,0,0.01579331047832966
43,2702,0,0.014121782965958118
43,2692,0,0.010508178733289242
43,2840,0,0.009625931270420551
43,2724,0,0.008325625211000443
44,802,0,0.00998689141124487
44,2291,0,0.007390680722892284
44,1569,0,0.005522674880921841
44,1393,0,0.0044819968752563
44,1059,0,0.004466716665774584
44,3948,0,0.004280006978660822
44,1357,0,0.0031289381440728903
44,1466,0,0.003123024944216013
44,58,0,0.002678779186680913
44,1643,0,0.002461065072566271
45,419,0,0.06697653979063034
45,195,0,0.06212059408426285
45,3388,0,0.027544952929019928
45,520,0,0.026550497859716415
45,1461,0,0.010787684470415115
45,3385,0,0.01015082560479641
45,1839,0,0.01004662923514843
45,1731,0,0.00974953267723322
45,374,0,0.00907366443425417
45,3688,0,0.008628937415778637
46,3910,0,0.026634426787495613
46,661,0,0.022799260914325714
46,3624,0,0.02085893228650093
46,3911,0,0.016413627192378044
46,3300,0,0.016288023442029953
46,3457,0,0.013676163740456104
46,3794,0,0.011725911870598793
46,3675,0,0.011023893021047115
46,2455,0,0.010571986436843872
46,3914,0,0.01036057248711586
47,1228,0,0.008415652438998222
47,1617,0,0.006959078833460808
47,3006,0,0.006870466750115156
47,1084,0,0.005720430985093117
47,1945,0,0.004620249383151531
47,515,0,0.004505811724811792
47,265,0,0.004430482629686594
47,1179,0,0.004411505535244942
47,1225,0,0.004200486931949854
47,1280,0,0.004157653544098139
48,2807,0,0.042163241654634476
48,546,0,0.031394585967063904
48,1862,0,0.027150273323059082
48,1731,0,0.015516642481088638
48,2380,0,0.015065060928463936
48,2412,0,0.014146237634122372
48,1831,0,0.013765178620815277
48,2701,0,0.013203454203903675
48,327,0,0.011263154447078705
48,2986,0,0.010855242609977722
49,608,0,0.03387787938117981
49,1213,0,0.015255959704518318
49,50,0,0.012249293737113476
49,318,0,0.010617898777127266
49,1617,0,0.00847152154892683
49,36,0,0.00361800380051136
49,720,0,0.0017062367405742407
49,593,0,0.0016206157160922885
49,1280,0,0.0014259649906307459
49,1358,0,0.00126639346126467
50,3744,0,0.0597405806183815
50,3624,0,0.056856557726860046
50,3300,0,0.028896495699882507
50,3535,0,0.025694789364933968
50,551,0,0.020811598747968674
50,3481,0,0.015183640643954277
50,3515,0,0.014469683170318604
50,3555,0,0.014080656692385674
50,3328,0,0.013371801935136318
50,3916,0,0.012665994465351105
51,1500,0,0.03687895089387894
51,3108,0,0.028302930295467377
51,2321,0,0.01932891085743904
51,1042,0,0.017255261540412903
51,2706,0,0.016910310834646225
51,21,0,0.014183737337589264
51,2997,0,0.013681626878678799
51,2324,0,0.013224189169704914
51,3253,0,0.012940415181219578
51,1784,0,0.011225145310163498
52,3624,0,0.04184195026755333
52,3513,0,0.03728974610567093
52,3316,0,0.03614511713385582
52,3555,0,0.025302613154053688
52,3484,0,0.016807187348604202
52,3536,0,0.015779666602611542
52,3948,0,0.01502030435949564
52,3301,0,0.011851226910948753
52,3452,0,0.011284851469099522
52,3744,0,0.009691346436738968
53,2325,0,0.01468175370246172
53,169,0,0.010034219361841679
53,2829,0,0.008260858245193958
53,3208,0,0.008174401707947254
53,1453,0,0.008090735413134098
53,1632,0,0.007491475436836481
53,2027,0,0.006478406023234129
53,3141,0,0.006271495018154383
53,1744,0,0.006112192757427692
53,536,0,0.005211459472775459
54,1080,0,0.03364889323711395
54,2918,0,0.02302970550954342
54,2997,0,0.01804175041615963
54,2804,0,0.01619572751224041
54,1968,0,0.015443794429302216
54,1294,0,0.015008068643510342
54,955,0,0.014181762933731079
54,910,0,0.014026878401637077
54,3543,0,0.013531533069908619
54,3424,0,0.011204664595425129
55,2571,0,0.006659949664026499
55,34,0,0.00643171276897192
55,1358,0,0.0060472371987998486
55,36,0,0.006023951806128025
55,2028,0,0.005630131345242262
55,337,0,0.004843899514526129
55,1912,0,0.004020625725388527
55,3418,0,0.0038216307293623686
55,1610,0,0.0034766874741762877
55,2289,0,0.0034756199456751347
56,1747,0,0.011301744729280472
56,1914,0,0.007778805680572987
56,2700,0,0.006569270044565201
56,3358,0,0.0065611680038273335
56,69,0,0.00586563628166914
56,45,0,0.005675948690623045
56,3253,0,0.005281141959130764
56,441,0,0.004773929249495268
56,52,0,0.004454260226339102
56,357,0,0.003719885367900133
57,1208,0,0.000954211107455194
57,2858,0,0.0008160789147950709
57,1214,0,0.0007971652667038143
57,1997,0,0.0006604240043088794
57,1250,0,0.0006088519585318863
57,1036,0,0.000554699741769582
57,111,0,0.0005237181903794408
57,1259,0,0.0005079612601548433
57,3481,0,0.0005053923232480884
57,260,0,0.0004900595522485673
58,405,0,0.039562202990055084
58,2549,0,0.031118925660848618
58,1590,0,0.023220384493470192
58,546,0,0.015269272029399872
58,839,0,0.013364517129957676
58,2835,0,0.012540035881102085
58,886,0,0.011143785901367664
58,3113,0,0.007529559079557657
58,1744,0,0.007381073199212551
58,692,0,0.006617073900997639
59,904,0,0.017225585877895355
59,924,0,0.013976563699543476
59,3334,0,0.013287418521940708
59,930,0,0.013062996789813042
59,1212,0,0.012542725540697575
59,910,0,0.012534820474684238
59,1945,0,0.010617857798933983
59,2186,0,0.01019375491887331
59,1263,0,0.010162552818655968
59,2987,0,0.009909861721098423
60,695,0,0.002805175259709358
60,1805,0,0.0025211810134351254
60,1909,0,0.0018644389929249883
60,3513,0,0.0018045317847281694
60,292,0,0.0017054789932444692
60,3262,0,0.0015390682965517044
60,288,0,0.0014041950926184654
60,2762,0,0.001206597895361483
60,1729,0,0.0011831654701381922
60,1783,0,0.001102697802707553
61,3717,0,0.05295724794268608
61,3594,0,0.02366403304040432
61,3328,0,0.016665294766426086
61,3299,0,0.014666606672108173
61,3896,0,0.014466816559433937
61,3747,0,0.01442484650760889
61,3798,0,0.014093107543885708
61,3481,0,0.011455790139734745
61,3852,0,0.011400642804801464
61,3301,0,0.010783443227410316
62,2565,0,0.02483278326690197
62,1282,0,0.018798384815454483
62,955,0,0.015890836715698242
62,1028,0,0.015525716356933117
62,901,0,0.01542354840785265
62,898,0,0.013325735926628113
62,3341,0,0.013078253716230392
62,3801,0,0.012015944346785545
62,1077,0,0.009759088978171349
62,905,0,0.008506088517606258
63,527,0,0.0048659793101251125
63,2908,0,0.0044677951373159885
63,3435,0,0.004154587630182505
63,1193,0,0.003495443845167756
63,908,0,0.00349161378107965
63,1213,0,0.003415862563997507
63,858,0,0.0032054816838353872
63,923,0,0.0029220834840089083
63,608,0,0.0029147386085242033
63,1280,0,0.002448173239827156
64,1544,0,0.026810750365257263
64,3615,0,0.01075721625238657
64,3409,0,0.00929333921521902
64,3826,0,0.00929292757064104
64,3300,0,0.00803878903388977
64,3510,0,0.007400892674922943
64,3753,0,0.006310099735856056
64,3717,0,0.006002984009683132
64,3745,0,0.005297607276588678
64,144,0,0.0048819673247635365
65,3624,0,0.004787744488567114
65,3793,0,0.00393421808257699
65,3316,0,0.0034500700421631336
65,3827,0,0.003031246131286025
65,2657,0,0.002983765909448266
65,3745,0,0.0028143967501819134
65,3755,0,0.0026183186564594507
65,1101,0,0.00247033778578043
65,3513,0,0.0024696169421076775
65,3785,0,0.002309403382241726
66,1210,0,0.05512270703911781
66,589,0,0.047188084572553635
66,1307,0,0.04209523648023605
66,1197,0,0.03063199110329151
66,1965,0,0.02460462599992752
66,2571,0,0.023910360410809517
66,1240,0,0.02360619604587555
66,3481,0,0.020200541242957115
66,2918,0,0.015556304715573788
66,2804,0,0.014764683321118355
67,2352,0,0.0064554293639957905
67,1244,0,0.004803033545613289
67,2866,0,0.004796837456524372
67,2248,0,0.004677972290664911
67,3363,0,0.004503136035054922
67,1231,0,0.0038813850842416286
67,1307,0,0.0037428683135658503
67,955,0,0.0034862111788243055
67,1957,0,0.003348152618855238
67,3111,0,0.003241999540477991
68,3253,0,0.012551276944577694
68,1641,0,0.009045510552823544
68,39,0,0.008938677608966827
68,1883,0,0.006612333003431559
68,441,0,0.006610012147575617
68,52,0,0.006337583065032959
68,1079,0,0.005144474096596241
68,1188,0,0.005060967523604631
68,125,0,0.00504764961078763
68,2359,0,0.004915075376629829
69,281,0,0.018908940255641937
69,475,0,0.01532704010605812
69,1678,0,0.01161359716206789
69,1177,0,0.008793792687356472
69,150,0,0.008611924014985561
69,1245,0,0.007917825132608414
69,1914,0,0.007202094420790672
69,1094,0,0.006572787184268236
69,412,0,0.0061824810691177845
69,2442,0,0.005734157748520374
70,2702,0,0.06297153234481812
70,3384,0,0.044596944004297256
70,2841,0,0.024788890033960342
70,2961,0,0.017658907920122147
70,2763,0,0.013776373118162155
70,3793,1,0.01244093757122755
70,2806,0,0.0122810835018754
70,2907,0,0.011771605350077152
70,2485,0,0.010771417990326881
70,2701,0,0.010711363516747952
71,3203,0,0.012428202666342258
71,3113,0,0.008649161085486412
71,2881,0,0.007606567349284887
71,2959,1,0.007264247629791498
71,2369,0,0.007143351249396801
71,3543,0,0.0066988179460167885
71,2355,0,0.006447082385420799
71,2770,0,0.0052785868756473064
71,3016,0,0.005082437302917242
71,2722,0,0.005072026513516903
72,110,0,0.01626988686621189
72,1721,0,0.012602614238858223
72,3100,0,0.007554731797426939
72,337,0,0.007408705540001392
72,1678,0,0.007376532536000013
72,36,0,0.005888357292860746
72,1357,0,0.005782683379948139
72,529,0,0.005560415331274271
72,1120,0,0.005220214836299419
72,3418,1,0.005091911647468805
73,2792,0,0.026289403438568115
73,2405,0,0.02272031642496586
73,1381,0,0.017369722947478294
73,1378,0,0.014709060080349445
73,2374,0,0.014417739585042
73,2380,0,0.013931497931480408
73,2471,0,0.013035755604505539
73,2379,0,0.011897239834070206
73,3388,0,0.01123045850545168
73,2383,0,0.010234965942800045
74,1179,0,0.059840813279151917
74,538,0,0.0166322011500597
74,1625,0,0.014528315514326096
74,1885,0,0.01333959586918354
74,3783,0,0.010291925631463528
74,3386,0,0.009637819603085518
74,1358,0,0.009006352163851261
74,1061,0,0.008451689034700394
74,515,0,0.008371730335056782
74,47,0,0.008042434230446815
75,3004,0,0.14345382153987885
75,2699,0,0.06235240399837494
75,3285,0,0.03152347356081009
75,2188,0,0.0273402351886034
75,2881,0,0.024937501177191734
75,2369,0,0.022991804406046867
75,2710,0,0.021180538460612297
75,2706,0,0.01810702681541443
75,2827,0,0.01631801947951317
75,2541,0,0.014988978393375874
76,3513,1,0.03601367026567459
76,3858,0,0.03332474082708359
76,3948,0,0.029717102646827698
76,3624,0,0.027935130521655083
76,3911,0,0.018897132948040962
76,3566,0,0.016888389363884926
76,3555,0,0.013441728428006172
76,3536,0,0.0129046980291605
76,3949,0,0.011191867291927338
76,3896,0,0.009973970241844654
77,3176,0,0.040174949914216995
77,2841,0,0.03069721907377243
77,2396,0,0.015229476615786552
77,2692,0,0.01463916152715683
77,3157,0,0.014638574793934822
77,2840,0,0.007565412670373917
77,2806,0,0.005493508651852608
77,2961,0,0.004994622431695461
77,2724,0,0.004938971251249313
77,2907,1,0.004664712585508823
78,1569,0,0.022822566330432892
78,45,0,0.02021031267940998
78,1485,0,0.019993161782622337
78,231,0,0.01934172958135605
78,141,0,0.018859941512346268
78,3358,0,0.009272778406739235
78,597,0,0.008877933956682682
78,3263,0,0.007312409579753876
78,852,0,0.0072513362392783165
78,104,0,0.006798630580306053
79,1805,0,0.002346737077459693
79,2841,0,0.0023072254844009876
79,2763,0,0.0019738718401640654
79,2702,0,0.0016146424459293485
79,1589,0,0.001523283077403903
79,1625,0,0.001436273567378521
79,1422,0,0.0012899282155558467
79,2490,0,0.0012761689722537994
79,2600,0,0.0011358722113072872
79,653,0,0.0010837503941729665
80,266,0,0.03539713844656944
80,1544,0,0.010396929457783699
80,590,1,0.008206799626350403
80,1367,0,0.006073608994483948
80,691,0,0.005264143459498882
80,3753,0,0.0052214618772268295
80,788,0,0.005052626132965088
80,2135,0,0.004795995075255632
80,586,0,0.004570360295474529
80,552,0,0.004238762427121401
81,1136,0,0.0027276277542114258
81,955,0,0.002060405444353819
81,910,0,0.0018399683758616447
81,2791,0,0.0016915603773668408
81,927,0,0.0014408915303647518
81,898,0,0.0012763411505147815
81,1278,0,0.0011134378146380186
81,1252,0,0.0010021032067015767
81,3504,0,0.0009994508000090718
81,2716,0,0.0009971787221729755
82,1729,0,0.06724566221237183
82,6,0,0.04592489078640938
82,1089,0,0.030831176787614822
82,1805,0,0.024742990732192993
82,2391,0,0.021460119634866714
82,474,1,0.019980868324637413
82,1466,0,0.01804477348923683
82,3147,0,0.014576079323887825
82,2231,0,0.012870989739894867
82,32,0,0.011516133323311806
83,1772,0,0.03852367773652077
83,2162,1,0.024348480626940727
83,3439,0,0.019634131342172623
83,1750,0,0.019231462851166725
83,1474,0,0.013498433865606785
83,160,0,0.013147006742656231
83,1588,0,0.010896170511841774
83,1920,0,0.010545536875724792
83,1126,0,0.010399965569376945
83,2807,0,0.009763017296791077
84,1127,0,0.033393744379282
84,589,0,0.01460682787001133
84,1374,0,0.009631372056901455
84,1610,0,0.009330608882009983
84,1036,0,0.009158812463283539
84,1259,0,0.009050308726727962
84,2947,0,0.009045454673469067
84,1304,0,0.008432485163211823
84,858,0,0.006440901663154364
84,1408,0,0.005665126722306013
85,2827,0,0.07464795559644699
85,2707,0,0.0727376714348793
85,2147,0,0.0514880046248436
85,2555,0,0.03193586692214012
85,3016,0,0.026522226631641388
85,2694,0,0.025538887828588486
85,3516,0,0.024056827649474144
85,223,0,0.023374998942017555
85,2826,0,0.023228321224451065
85,2770,0,0.022111890837550163
86,2683,0,0.005611262284219265
86,2858,0,0.002165528479963541
86,3157,0,0.00204915227368474
86,2028,0,0.00178433652035892
86,2706,0,0.0017493629129603505
86,34,0,0.0017131647327914834
86,2699,0,0.001575722941197455
86,2188,0,0.0015095797134563327
86,3081,0,0.001389539916999638
86,3615,0,0.0011661634780466557
87,2353,0,0.03549733757972717
87,1370,0,0.018993951380252838
87,2985,0,0.007713292725384235
87,2115,0,0.007369388826191425
87,6,0,0.007161665707826614
87,1129,0,0.006836903281509876
87,1573,0,0.006582822185009718
87,2058,0,0.005269146058708429
87,2278,0,0.004952591378241777
87,3527,0,0.004890830256044865
88,2352,0,0.02029501646757126
88,3098,0,0.011254651471972466
88,2248,0,0.009605406783521175
88,3424,0,0.006842115893959999
